Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Remote_Work,Job_Satisfaction,Work_Hours_Per_Week
2011,Germany,TCS,Data Scientist,Senior,71749,77,Yes,7,45
2015,USA,Netflix,Full Stack Developer,Mid,102310,55,Yes,5,52
2013,Germany,Wipro,Mobile Developer,Junior,79033,52,No,10,39
2019,Canada,Meta,Backend Developer,Junior,94925,52,Yes,7,42
2019,Australia,Meta,Mobile Developer,Mid,94751,62,Yes,8,51
2017,UK,Infosys,Data Scientist,Junior,97268,59,Yes,10,39
2017,India,Netflix,Backend Developer,Junior,32065,80,Yes,10,35
2015,India,Amazon,Mobile Developer,Senior,32890,66,No,5,44
2015,UK,Google,Mobile Developer,Mid,67724,90,No,8,46
2011,UK,Meta,Frontend Developer,Senior,57128,92,No,6,51
2017,India,Microsoft,Data Scientist,Junior,38464,95,Yes,7,44
2017,Germany,Microsoft,Full Stack Developer,Mid,99512,67,No,6,52
2017,India,Microsoft,Backend Developer,Senior,29003,79,No,9,53
2015,USA,Infosys,Frontend Developer,Senior,128898,89,Yes,6,39
2011,Germany,Microsoft,Data Scientist,Junior,71574,67,No,9,46
2017,Germany,Google,Backend Developer,Senior,111094,54,No,9,54
2017,India,Google,Backend Developer,Mid,27450,93,Yes,6,38
2017,Canada,Amazon,Data Scientist,Mid,76648,52,No,7,46
2015,UK,Meta,Backend Developer,Senior,62991,67,No,10,52
2019,Germany,IBM,Mobile Developer,Mid,92100,65,No,5,51
2019,Canada,Wipro,Data Scientist,Mid,86446,71,No,7,42
2019,Australia,Meta,Backend Developer,Senior,105905,67,No,6,52
2017,UK,Infosys,Data Scientist,Senior,100068,73,No,8,52
2013,UK,Netflix,Frontend Developer,Junior,67464,79,Yes,7,45
2015,Germany,Amazon,Frontend Developer,Senior,84730,68,Yes,7,51
2015,India,Netflix,Frontend Developer,Mid,30076,81,Yes,7,44
2013,India,Meta,Backend Developer,Junior,21411,79,No,7,46
2013,Germany,TCS,Frontend Developer,Junior,90351,77,No,9,42
2017,USA,Accenture,Mobile Developer,Junior,94474,59,No,5,49
2011,UK,Accenture,Mobile Developer,Senior,73877,52,No,6,52
2017,Germany,Wipro,Frontend Developer,Junior,101019,76,No,10,41
2013,Canada,Google,Mobile Developer,Mid,75812,66,Yes,7,54
2017,UK,Amazon,Frontend Developer,Senior,84271,70,No,5,35
2019,UK,Infosys,Mobile Developer,Mid,80701,77,No,7,54
2015,Canada,IBM,Frontend Developer,Senior,86132,84,No,10,43
2015,UK,Accenture,Backend Developer,Senior,66332,76,No,10,44
2019,USA,Wipro,Mobile Developer,Mid,107704,73,Yes,8,38
2013,Australia,Meta,Frontend Developer,Mid,76971,79,Yes,6,55
2017,Canada,Accenture,Full Stack Developer,Junior,94344,50,No,10,53
2019,USA,Amazon,Full Stack Developer,Senior,112958,89,Yes,5,55
2011,India,TCS,Mobile Developer,Senior,15663,78,No,5,39
2019,Australia,IBM,Full Stack Developer,Mid,110270,60,No,8,41
2013,India,Netflix,Backend Developer,Mid,17171,74,Yes,9,49
2017,Australia,Amazon,Mobile Developer,Mid,96525,54,Yes,7,40
2017,Australia,Meta,Mobile Developer,Mid,82581,50,Yes,6,54
2011,Australia,Google,Mobile Developer,Senior,98121,85,No,6,51
2015,Germany,IBM,Mobile Developer,Mid,101035,94,Yes,6,41
2015,Germany,IBM,Data Scientist,Junior,102249,71,Yes,8,37
2015,Canada,Accenture,Backend Developer,Senior,75430,95,No,6,46
2019,UK,Netflix,Backend Developer,Senior,93724,60,No,6,44
2011,Germany,Accenture,Backend Developer,Senior,69352,72,Yes,7,39
2011,India,Meta,Backend Developer,Mid,16529,84,No,6,53
2013,Australia,Amazon,Mobile Developer,Mid,97845,81,Yes,7,44
2019,India,Wipro,Data Scientist,Mid,36409,69,Yes,7,55
2015,Canada,Netflix,Frontend Developer,Mid,101460,83,Yes,7,35
2011,UK,Accenture,Full Stack Developer,Mid,76125,90,Yes,9,41
2015,Germany,IBM,Backend Developer,Mid,107349,83,No,5,47
2013,Australia,IBM,Full Stack Developer,Mid,79729,84,Yes,7,38
2015,Canada,TCS,Mobile Developer,Senior,91336,94,Yes,10,38
2017,Canada,Microsoft,Mobile Developer,Senior,108501,90,No,8,55
2017,Canada,Google,Frontend Developer,Senior,92329,91,No,10,37
2019,USA,Netflix,Backend Developer,Mid,121913,64,Yes,8,37
2011,UK,Wipro,Data Scientist,Junior,88869,83,Yes,6,49
2013,USA,Wipro,Backend Developer,Junior,116512,66,Yes,5,41
2015,USA,TCS,Frontend Developer,Senior,121719,74,Yes,7,52
2013,Germany,Amazon,Mobile Developer,Mid,90422,64,No,8,46
2019,UK,TCS,Backend Developer,Mid,71641,74,Yes,9,40
2013,Germany,Accenture,Frontend Developer,Junior,73439,86,Yes,6,50
2015,India,Amazon,Mobile Developer,Junior,29237,53,No,5,52
2015,Australia,Infosys,Full Stack Developer,Mid,106338,71,Yes,6,40
2017,USA,Google,Full Stack Developer,Mid,105163,91,Yes,8,39
2015,Canada,IBM,Mobile Developer,Senior,74691,77,No,9,39
2015,UK,Meta,Backend Developer,Junior,72016,73,Yes,10,41
2015,Canada,Netflix,Mobile Developer,Junior,97781,88,Yes,7,43
2015,Germany,TCS,Backend Developer,Senior,107773,72,No,7,49
2017,Australia,IBM,Backend Developer,Senior,112686,56,Yes,8,50
2015,USA,IBM,Mobile Developer,Mid,115330,53,Yes,10,41
2011,UK,Infosys,Backend Developer,Junior,76798,68,No,6,44
2011,UK,TCS,Full Stack Developer,Junior,62483,50,Yes,8,52
2011,Australia,Netflix,Frontend Developer,Junior,67967,71,Yes,5,53
2013,India,TCS,Backend Developer,Mid,26911,59,Yes,8,54
2015,Canada,Wipro,Mobile Developer,Junior,90545,87,No,8,36
2013,USA,Google,Full Stack Developer,Junior,129251,93,No,9,45
2019,USA,Microsoft,Full Stack Developer,Senior,143734,56,No,7,49
2013,Germany,Accenture,Full Stack Developer,Senior,76987,65,No,9,53
2019,USA,Wipro,Mobile Developer,Mid,131134,93,Yes,8,48
2013,Australia,Accenture,Full Stack Developer,Junior,97465,82,No,9,37
2011,USA,Infosys,Data Scientist,Senior,96256,51,No,7,45
2011,Canada,Infosys,Full Stack Developer,Mid,64517,94,No,5,45
2013,Canada,Meta,Frontend Developer,Junior,88393,77,Yes,6,39
2019,India,Wipro,Full Stack Developer,Senior,31029,89,No,6,35
2019,USA,Accenture,Frontend Developer,Senior,142740,52,No,7,43
2015,India,Google,Frontend Developer,Mid,27940,73,No,8,35
2013,Australia,Accenture,Data Scientist,Mid,86682,90,Yes,6,43
2019,UK,Google,Backend Developer,Senior,108619,84,No,9,48
2011,UK,Infosys,Data Scientist,Senior,55567,89,No,5,41
2019,USA,IBM,Frontend Developer,Mid,144002,72,No,9,50
2017,Germany,TCS,Data Scientist,Mid,86698,92,Yes,5,50
2013,Germany,Accenture,Mobile Developer,Senior,98685,80,No,6,45
2013,Canada,Meta,Data Scientist,Mid,83071,73,No,10,36
2015,Germany,Infosys,Backend Developer,Mid,74256,93,No,6,43
2017,India,Wipro,Backend Developer,Junior,34190,87,Yes,9,50
2013,UK,Meta,Mobile Developer,Senior,79620,56,Yes,6,49
2017,Canada,Infosys,Backend Developer,Senior,87223,71,No,9,49
2019,UK,IBM,Backend Developer,Junior,98398,75,No,6,50
2017,Australia,Amazon,Backend Developer,Junior,113130,82,No,7,40
2019,Germany,Netflix,Full Stack Developer,Mid,93522,69,No,8,37
2011,USA,Netflix,Backend Developer,Senior,84843,51,Yes,9,55
2011,Canada,Meta,Frontend Developer,Senior,87131,75,Yes,9,44
2013,USA,Wipro,Mobile Developer,Mid,98153,59,No,6,47
2013,USA,Meta,Frontend Developer,Junior,105763,89,Yes,7,55
2013,Australia,Microsoft,Frontend Developer,Junior,73683,92,Yes,8,46
2017,Australia,IBM,Full Stack Developer,Mid,106025,66,Yes,10,46
2013,Germany,Infosys,Frontend Developer,Mid,79451,66,No,7,43
2013,UK,Infosys,Frontend Developer,Junior,89827,72,No,8,48
2013,Canada,Accenture,Backend Developer,Junior,96982,62,Yes,5,44
2017,USA,Microsoft,Frontend Developer,Mid,115233,77,No,10,54
2013,Canada,Google,Full Stack Developer,Junior,85782,55,No,8,38
2019,UK,Accenture,Frontend Developer,Mid,94598,75,Yes,6,36
2017,UK,Infosys,Full Stack Developer,Mid,88592,52,No,10,49
2011,Canada,Microsoft,Mobile Developer,Senior,65242,78,Yes,8,40
2017,Germany,Meta,Frontend Developer,Mid,82657,64,No,9,47
2015,Germany,TCS,Full Stack Developer,Mid,100603,86,Yes,7,44
2017,Germany,Netflix,Full Stack Developer,Mid,101692,91,Yes,10,42
2017,Germany,Meta,Frontend Developer,Junior,83654,74,No,7,35
2017,USA,Accenture,Backend Developer,Mid,98443,69,Yes,5,54
2013,Germany,TCS,Data Scientist,Senior,72593,57,Yes,9,38
2011,Canada,Google,Data Scientist,Senior,67606,75,Yes,10,36
2017,USA,IBM,Backend Developer,Junior,123256,84,Yes,5,51
2011,India,Wipro,Mobile Developer,Senior,9098,90,No,5,54
2019,USA,Wipro,Mobile Developer,Senior,145281,65,No,10,51
2011,India,Google,Full Stack Developer,Senior,13888,62,No,10,51
2017,UK,Infosys,Backend Developer,Senior,84919,59,No,8,49
2015,India,Accenture,Frontend Developer,Mid,19246,76,Yes,7,39
2015,Australia,IBM,Data Scientist,Mid,105237,92,No,8,46
2011,Australia,Microsoft,Mobile Developer,Mid,67119,85,Yes,7,51
2017,USA,Netflix,Backend Developer,Senior,138897,66,No,6,44
2017,UK,TCS,Frontend Developer,Junior,98415,63,Yes,9,50
2011,UK,Infosys,Frontend Developer,Junior,83387,86,Yes,5,52
2015,USA,Netflix,Backend Developer,Junior,91665,90,Yes,8,39
2017,USA,Infosys,Full Stack Developer,Senior,135639,61,No,10,47
2011,Germany,Accenture,Frontend Developer,Mid,87802,81,No,5,46
2017,USA,Google,Mobile Developer,Junior,106731,78,No,10,48
2013,UK,Netflix,Backend Developer,Senior,73041,88,Yes,10,49
2017,UK,Google,Mobile Developer,Senior,65420,78,Yes,5,51
2013,Canada,TCS,Data Scientist,Senior,77858,51,No,7,53
2017,UK,Infosys,Data Scientist,Mid,93343,79,Yes,5,53
2019,UK,TCS,Full Stack Developer,Junior,89748,60,No,5,54
2011,Australia,Netflix,Full Stack Developer,Senior,87038,56,Yes,10,39
2017,Australia,TCS,Data Scientist,Senior,113245,82,Yes,5,35
2011,Canada,Netflix,Data Scientist,Junior,67582,60,No,6,50
2017,USA,TCS,Data Scientist,Junior,100992,79,Yes,5,54
2017,India,Microsoft,Backend Developer,Junior,32109,85,No,9,40
2013,Canada,TCS,Mobile Developer,Senior,66231,95,Yes,5,42
2019,Germany,Amazon,Frontend Developer,Senior,81920,80,Yes,8,41
2011,UK,TCS,Full Stack Developer,Senior,83024,94,Yes,8,54
2011,Australia,Wipro,Full Stack Developer,Mid,91423,67,No,10,37
2017,Australia,Netflix,Frontend Developer,Junior,86731,68,Yes,8,45
2019,UK,Accenture,Full Stack Developer,Mid,82064,77,No,8,41
2015,India,Microsoft,Data Scientist,Junior,24535,92,Yes,10,50
2017,Canada,Wipro,Data Scientist,Junior,105487,68,No,5,40
2015,UK,Infosys,Backend Developer,Junior,68040,75,Yes,9,48
2019,USA,Meta,Backend Developer,Senior,129759,86,Yes,6,35
2011,USA,TCS,Frontend Developer,Mid,71040,58,Yes,7,55
2017,UK,Netflix,Data Scientist,Junior,92208,70,No,5,39
2015,UK,TCS,Frontend Developer,Senior,86772,86,Yes,5,42
2019,UK,Google,Mobile Developer,Senior,108729,84,Yes,10,49
2017,Australia,Infosys,Frontend Developer,Junior,97366,90,No,7,40
2019,USA,Amazon,Frontend Developer,Mid,113485,58,Yes,10,53
2017,Germany,Amazon,Full Stack Developer,Senior,77910,93,Yes,8,48
2013,USA,Amazon,Backend Developer,Senior,101560,83,No,9,40
2013,Germany,Wipro,Backend Developer,Senior,88530,80,No,7,55
2017,Canada,IBM,Mobile Developer,Junior,84924,86,No,5,35
2013,Australia,Wipro,Data Scientist,Junior,81348,57,No,8,49
2013,Germany,Meta,Full Stack Developer,Senior,82381,90,No,8,52
2019,USA,Infosys,Data Scientist,Mid,128243,91,No,7,40
2015,USA,Microsoft,Mobile Developer,Senior,91861,71,Yes,7,51
2017,Germany,Accenture,Full Stack Developer,Junior,109982,61,Yes,8,54
2015,Germany,TCS,Mobile Developer,Senior,70481,83,Yes,7,37
2019,UK,Microsoft,Mobile Developer,Senior,87542,60,Yes,8,39
2019,India,Amazon,Data Scientist,Senior,31511,85,No,7,48
2017,Australia,Google,Mobile Developer,Mid,104303,81,No,6,52
2015,Australia,IBM,Mobile Developer,Mid,89033,50,No,5,39
2011,Canada,Google,Full Stack Developer,Junior,88902,62,No,9,50
2019,UK,Meta,Backend Developer,Junior,90267,88,No,7,44
2013,Canada,Microsoft,Full Stack Developer,Senior,90747,93,Yes,7,38
2019,USA,Amazon,Full Stack Developer,Senior,91861,75,No,9,48
2013,India,Infosys,Backend Developer,Senior,27425,64,Yes,5,51
2011,Australia,Infosys,Backend Developer,Mid,90882,94,No,5,38
2019,Canada,IBM,Data Scientist,Junior,109697,89,No,5,47
2019,India,Amazon,Backend Developer,Senior,31636,88,No,10,50
2013,USA,Infosys,Backend Developer,Mid,88441,71,No,10,54
2015,Canada,Wipro,Mobile Developer,Mid,92172,73,Yes,5,41
2013,Germany,Google,Backend Developer,Mid,88842,63,No,7,44
2011,Australia,Microsoft,Data Scientist,Senior,76575,78,Yes,5,41
2019,UK,Netflix,Mobile Developer,Mid,97868,89,Yes,10,40
2017,Canada,Google,Frontend Developer,Senior,88867,55,Yes,5,39
2015,Australia,Wipro,Data Scientist,Senior,97421,74,No,8,40
2017,Germany,Meta,Data Scientist,Senior,86579,81,No,5,44
2017,UK,Amazon,Mobile Developer,Mid,100368,91,Yes,8,53
2017,Germany,Amazon,Data Scientist,Senior,110324,53,Yes,5,43
2017,India,Google,Full Stack Developer,Mid,24893,60,Yes,5,53
2011,USA,Amazon,Frontend Developer,Junior,70385,76,No,5,36
2013,UK,TCS,Backend Developer,Junior,68442,55,No,8,49
2017,Canada,Meta,Frontend Developer,Senior,106611,61,Yes,5,44
2011,Australia,TCS,Backend Developer,Mid,97954,54,No,10,40
2015,Germany,Netflix,Mobile Developer,Junior,107585,63,Yes,8,35
2011,Germany,IBM,Frontend Developer,Mid,90926,77,Yes,6,45
2017,Australia,Amazon,Data Scientist,Senior,110833,94,Yes,9,44
2019,Australia,IBM,Frontend Developer,Mid,98229,94,No,8,37
2013,Canada,Accenture,Backend Developer,Mid,67560,71,No,7,41
2011,UK,Infosys,Frontend Developer,Senior,69931,59,No,9,43
2015,USA,Wipro,Mobile Developer,Senior,115932,80,Yes,6,36
2011,UK,Infosys,Mobile Developer,Junior,78511,72,Yes,10,55
2011,Canada,Microsoft,Mobile Developer,Mid,67422,58,No,9,39
2015,USA,Amazon,Full Stack Developer,Senior,132294,90,Yes,9,51
2013,Canada,Microsoft,Data Scientist,Mid,65152,83,No,7,51
2011,Canada,Wipro,Mobile Developer,Junior,72615,76,No,5,40
2013,Australia,Netflix,Backend Developer,Senior,72892,63,No,10,43
2013,Australia,Amazon,Full Stack Developer,Mid,92417,69,No,5,55
2015,UK,Netflix,Data Scientist,Senior,68821,86,Yes,7,41
2015,USA,Accenture,Backend Developer,Senior,87751,93,No,10,36
2017,Australia,Google,Data Scientist,Mid,88377,95,No,7,36
2017,Australia,Amazon,Mobile Developer,Mid,91774,83,Yes,6,52
2019,Canada,Wipro,Frontend Developer,Junior,93841,95,Yes,10,38
2013,USA,Meta,Mobile Developer,Senior,102321,78,Yes,10,45
2011,USA,Netflix,Backend Developer,Junior,125129,61,No,6,49
2013,India,Amazon,Backend Developer,Mid,28811,95,Yes,10,55
2013,Germany,Netflix,Backend Developer,Mid,84004,73,Yes,6,39
2011,Germany,Google,Mobile Developer,Junior,61435,64,Yes,6,40
2017,UK,IBM,Frontend Developer,Senior,71929,92,Yes,7,36
2019,Australia,Amazon,Data Scientist,Junior,104806,95,No,9,47
2013,USA,Infosys,Mobile Developer,Mid,130540,79,No,8,35
2015,Germany,Google,Backend Developer,Mid,97811,57,Yes,10,40
2015,UK,Microsoft,Backend Developer,Junior,90308,54,Yes,8,49
2013,Canada,Netflix,Backend Developer,Senior,98931,72,Yes,6,38
2019,UK,Google,Backend Developer,Senior,97742,60,No,8,44
2011,Australia,Infosys,Frontend Developer,Senior,84688,81,Yes,6,41
2013,UK,Amazon,Data Scientist,Mid,56144,50,No,7,36
2011,India,IBM,Data Scientist,Senior,13314,95,No,6,55
2013,Germany,Netflix,Data Scientist,Senior,88724,92,No,5,47
2011,India,Netflix,Frontend Developer,Junior,23199,77,Yes,5,38
2017,Germany,Google,Mobile Developer,Mid,106273,67,Yes,7,54
2015,Canada,Wipro,Mobile Developer,Mid,75975,73,Yes,8,44
2015,India,IBM,Full Stack Developer,Senior,27366,55,Yes,8,42
2011,India,Netflix,Frontend Developer,Mid,10806,94,No,10,44
2013,Canada,Meta,Mobile Developer,Mid,92491,69,No,10,41
2017,UK,Amazon,Frontend Developer,Mid,103659,90,Yes,8,55
2019,UK,Amazon,Data Scientist,Mid,102888,61,No,8,55
2015,Germany,Accenture,Frontend Developer,Mid,76168,52,Yes,10,40
2015,Germany,Accenture,Frontend Developer,Senior,104305,68,No,8,37
2013,USA,Accenture,Backend Developer,Senior,115695,84,No,8,39
2015,USA,Google,Backend Developer,Mid,115589,86,Yes,9,53
2013,UK,IBM,Backend Developer,Junior,65789,73,No,7,43
2013,UK,Accenture,Backend Developer,Senior,62820,89,No,10,44
2013,USA,IBM,Mobile Developer,Senior,127493,69,No,7,39
2015,USA,TCS,Data Scientist,Senior,88380,56,No,9,37
2015,India,Amazon,Mobile Developer,Senior,28673,62,No,10,41
2013,India,Infosys,Frontend Developer,Senior,28958,89,Yes,6,48
2013,Australia,Accenture,Backend Developer,Mid,92811,54,No,5,46
2013,USA,Accenture,Mobile Developer,Senior,108077,71,Yes,6,52
2017,UK,Amazon,Backend Developer,Senior,76811,69,Yes,9,41
2017,USA,Wipro,Full Stack Developer,Mid,127101,90,Yes,8,43
2013,UK,Meta,Backend Developer,Mid,79960,58,Yes,10,42
2013,USA,Netflix,Full Stack Developer,Senior,104453,77,No,9,42
2017,UK,Infosys,Backend Developer,Junior,100596,85,Yes,6,43
2011,Canada,Amazon,Backend Developer,Junior,70955,59,Yes,10,51
2019,USA,Netflix,Full Stack Developer,Mid,134053,58,No,9,51
2017,Germany,Infosys,Full Stack Developer,Junior,83876,69,No,5,47
2011,Australia,Amazon,Backend Developer,Junior,78892,72,No,7,48
2011,Germany,Infosys,Data Scientist,Junior,92575,59,Yes,5,53
2011,USA,TCS,Full Stack Developer,Senior,129622,58,No,6,54
2011,India,Accenture,Mobile Developer,Junior,18181,64,Yes,5,39
2015,UK,Infosys,Frontend Developer,Junior,88648,51,No,10,38
2015,Germany,Netflix,Frontend Developer,Junior,74593,54,No,7,51
2015,India,Netflix,Full Stack Developer,Junior,19325,70,No,10,38
2019,UK,Infosys,Data Scientist,Senior,72060,83,Yes,8,52
2019,Germany,Accenture,Backend Developer,Mid,114567,85,Yes,6,54
2011,India,Netflix,Data Scientist,Mid,19206,83,Yes,10,39
2015,Canada,Infosys,Mobile Developer,Senior,77274,64,No,9,46
2013,UK,Amazon,Mobile Developer,Senior,88966,82,Yes,7,39
2011,Canada,Amazon,Mobile Developer,Mid,77761,65,Yes,5,53
2015,India,Infosys,Mobile Developer,Junior,32987,62,Yes,10,45
2013,UK,Infosys,Data Scientist,Junior,90709,63,Yes,7,38
2011,USA,Amazon,Full Stack Developer,Senior,77602,63,Yes,7,48
2017,USA,IBM,Data Scientist,Senior,127314,72,Yes,6,42
2015,Germany,Meta,Data Scientist,Junior,96529,52,No,6,55
2019,USA,Accenture,Frontend Developer,Mid,133186,68,Yes,9,50
2013,India,IBM,Backend Developer,Senior,26283,56,No,5,44
2011,UK,Amazon,Data Scientist,Junior,55134,68,Yes,9,53
2017,Australia,IBM,Full Stack Developer,Senior,88983,60,Yes,7,49
2013,Australia,Wipro,Data Scientist,Junior,91106,95,No,6,38
2013,Canada,Microsoft,Full Stack Developer,Mid,74550,83,Yes,9,47
2015,Germany,IBM,Full Stack Developer,Junior,92591,51,Yes,9,38
2017,UK,Google,Frontend Developer,Mid,72941,70,Yes,7,46
2013,Canada,Netflix,Backend Developer,Mid,86937,51,No,8,46
2015,India,Meta,Backend Developer,Junior,23647,91,Yes,7,43
2017,Germany,Meta,Frontend Developer,Mid,78549,73,Yes,8,36
2017,Canada,Amazon,Backend Developer,Senior,77536,76,Yes,5,43
2013,Germany,Meta,Mobile Developer,Mid,103448,75,No,7,41
2015,USA,Meta,Full Stack Developer,Junior,98982,76,No,7,41
2013,USA,Infosys,Mobile Developer,Mid,110232,95,No,6,40
2017,UK,Meta,Backend Developer,Senior,66893,79,Yes,5,48
2013,UK,Amazon,Full Stack Developer,Junior,63486,56,No,10,55
2017,UK,Google,Frontend Developer,Senior,88036,61,No,6,35
2019,India,Meta,Backend Developer,Mid,35124,63,No,8,36
2013,Germany,Infosys,Backend Developer,Junior,88008,70,No,7,44
2019,Australia,IBM,Mobile Developer,Senior,112731,67,No,8,42
2013,Canada,IBM,Backend Developer,Mid,73906,86,No,8,42
2015,UK,TCS,Backend Developer,Senior,94076,63,Yes,10,48
2013,India,TCS,Data Scientist,Junior,13716,83,No,10,41
2017,Germany,Amazon,Frontend Developer,Senior,100925,77,No,9,37
2011,UK,TCS,Data Scientist,Junior,72042,88,No,9,37
2011,Canada,Accenture,Full Stack Developer,Senior,80372,66,Yes,5,36
2013,Canada,Meta,Backend Developer,Mid,92973,52,Yes,8,38
2011,USA,IBM,Frontend Developer,Mid,100152,57,Yes,9,51
2019,India,Infosys,Backend Developer,Senior,30985,52,No,7,52
2017,Australia,IBM,Mobile Developer,Junior,109486,77,No,6,38
2019,USA,Accenture,Frontend Developer,Mid,116891,52,Yes,8,54
2017,Canada,IBM,Backend Developer,Mid,105192,66,No,5,43
2015,USA,Infosys,Data Scientist,Junior,85362,92,Yes,8,52
2011,Australia,Meta,Data Scientist,Mid,71226,53,No,9,43
2013,UK,Accenture,Data Scientist,Mid,89937,93,No,5,48
2011,Australia,TCS,Full Stack Developer,Junior,72891,50,Yes,7,54
2015,Germany,Meta,Frontend Developer,Mid,96629,72,No,6,55
2017,Canada,IBM,Mobile Developer,Mid,82305,93,No,8,45
2015,UK,IBM,Data Scientist,Senior,87442,93,Yes,5,49
2017,Canada,Infosys,Full Stack Developer,Junior,103559,53,Yes,10,38
2017,Australia,Meta,Full Stack Developer,Mid,104952,54,Yes,10,53
2019,Canada,Netflix,Mobile Developer,Senior,102396,73,Yes,6,53
2015,Germany,Netflix,Mobile Developer,Senior,109219,67,No,7,38
2011,India,Meta,Backend Developer,Junior,10307,51,Yes,5,41
2011,India,Wipro,Data Scientist,Junior,9320,95,Yes,9,51
2015,USA,Microsoft,Data Scientist,Junior,96336,91,Yes,5,35
2015,Canada,TCS,Frontend Developer,Senior,99328,86,No,8,38
2019,Australia,Wipro,Mobile Developer,Junior,95174,91,Yes,5,43
2013,Germany,Accenture,Backend Developer,Mid,83401,89,Yes,7,37
2019,Australia,Google,Data Scientist,Junior,99518,83,Yes,9,49
2011,Germany,Netflix,Backend Developer,Junior,96277,62,No,10,38
2013,Canada,Amazon,Data Scientist,Junior,96558,77,Yes,10,44
2011,UK,Infosys,Data Scientist,Senior,57278,94,Yes,9,38
2017,UK,Google,Full Stack Developer,Senior,75386,67,Yes,7,36
2017,India,Google,Backend Developer,Senior,34243,67,No,10,39
2011,USA,Microsoft,Full Stack Developer,Senior,87763,79,Yes,10,40
2019,USA,IBM,Backend Developer,Junior,127283,89,No,10,43
2011,USA,Amazon,Data Scientist,Mid,84538,63,Yes,7,54
2017,Germany,TCS,Data Scientist,Senior,106155,82,Yes,9,38
2017,USA,Amazon,Mobile Developer,Junior,119638,78,No,5,55
2011,Germany,Infosys,Backend Developer,Mid,94284,77,Yes,5,43
2019,India,Meta,Frontend Developer,Mid,31849,58,No,7,51
2013,Canada,Accenture,Mobile Developer,Senior,97986,69,Yes,10,52
2013,USA,IBM,Backend Developer,Senior,127760,73,Yes,5,42
2015,Germany,Wipro,Mobile Developer,Senior,72652,82,Yes,5,50
2011,Canada,Amazon,Data Scientist,Mid,89231,53,Yes,7,48
2015,UK,Microsoft,Mobile Developer,Junior,99318,63,No,8,52
2011,Germany,Microsoft,Mobile Developer,Senior,80807,95,Yes,8,36
2017,UK,Wipro,Backend Developer,Senior,70538,89,No,9,39
2017,Australia,Meta,Mobile Developer,Mid,90258,66,Yes,6,50
2011,USA,Accenture,Frontend Developer,Senior,90403,65,No,6,49
2019,Canada,Meta,Backend Developer,Senior,114238,66,Yes,9,41
2015,Canada,IBM,Backend Developer,Junior,86921,84,No,8,40
2011,Canada,Accenture,Full Stack Developer,Junior,93891,88,No,6,46
2015,Canada,TCS,Data Scientist,Senior,100003,67,Yes,6,41
2011,Canada,Microsoft,Mobile Developer,Junior,67551,90,No,10,54
2013,Germany,Microsoft,Mobile Developer,Senior,72042,84,No,10,40
2011,Canada,Meta,Frontend Developer,Junior,71687,57,No,9,43
2011,USA,Wipro,Data Scientist,Junior,81107,88,No,9,55
2019,Germany,Netflix,Frontend Developer,Mid,111559,76,No,9,49
2013,Germany,Accenture,Full Stack Developer,Mid,73267,91,Yes,6,53
2011,Australia,IBM,Full Stack Developer,Junior,82955,93,No,5,39
2019,USA,Meta,Data Scientist,Mid,134035,69,Yes,8,48
2019,Canada,Netflix,Frontend Developer,Mid,110177,70,No,9,47
2011,UK,Amazon,Mobile Developer,Senior,71769,63,No,5,45
2019,India,Wipro,Data Scientist,Mid,39495,60,No,7,41
2013,India,Infosys,Backend Developer,Junior,16730,52,No,8,39
2015,UK,Infosys,Full Stack Developer,Senior,87819,51,No,10,50
2015,UK,TCS,Backend Developer,Junior,71623,95,No,6,43
2019,Germany,Microsoft,Data Scientist,Mid,101354,87,No,10,39
2015,India,Amazon,Frontend Developer,Senior,24339,84,No,5,54
2019,India,TCS,Frontend Developer,Junior,30992,86,Yes,9,43
2013,USA,Accenture,Mobile Developer,Mid,76200,58,Yes,8,54
2015,UK,Microsoft,Data Scientist,Senior,91271,50,No,9,38
2013,Australia,Wipro,Mobile Developer,Mid,104338,51,No,5,53
2015,Australia,Accenture,Data Scientist,Senior,90963,72,No,8,36
2019,USA,Google,Data Scientist,Mid,105415,86,No,5,53
2015,UK,Amazon,Backend Developer,Junior,90830,94,No,7,38
2019,UK,Infosys,Mobile Developer,Senior,99412,76,Yes,9,49
2011,Australia,Accenture,Frontend Developer,Senior,72135,70,Yes,9,47
2011,Australia,Wipro,Frontend Developer,Mid,67111,57,Yes,5,37
2015,India,Wipro,Backend Developer,Mid,28390,55,No,7,54
2013,Canada,Meta,Backend Developer,Mid,93968,93,Yes,5,45
2017,Canada,Google,Data Scientist,Senior,86459,80,No,10,36
2017,Canada,Amazon,Backend Developer,Senior,108159,53,Yes,8,44
2015,India,Accenture,Data Scientist,Senior,29407,63,No,6,53
2013,USA,Netflix,Data Scientist,Senior,78993,81,Yes,8,36
2015,Canada,Accenture,Data Scientist,Mid,104893,72,Yes,9,51
2013,Germany,Microsoft,Full Stack Developer,Senior,79304,85,No,9,47
2017,India,Amazon,Frontend Developer,Junior,35075,60,No,6,37
2019,UK,TCS,Mobile Developer,Senior,86266,68,Yes,10,54
2015,Germany,Infosys,Backend Developer,Junior,89692,71,No,8,50
2019,Canada,Amazon,Full Stack Developer,Mid,94509,61,No,7,53
