Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Covid_Phase,Layoff_Risk,Remote_Work_Percentage,Job_Satisfaction,Work_Hours_Per_Week
2019,Australia,Amazon,Frontend Developer,Junior,87156,81,Pre-Covid,Low,26,5,45
2020,Germany,Accenture,Backend Developer,Senior,79461,70,Lockdown,High,95,9,44
2019,India,Amazon,Data Scientist,Senior,24852,89,Pre-Covid,Low,21,10,41
2021,India,IBM,Backend Developer,Junior,22700,94,Recovery,Medium,90,10,42
2021,Australia,Netflix,Data Scientist,Junior,95960,92,Recovery,Low,62,7,46
2021,UK,Infosys,Mobile Developer,Junior,93993,100,Recovery,Low,84,10,36
2020,UK,Infosys,Backend Developer,Mid,73475,59,Lockdown,High,84,6,52
2021,India,Meta,Data Scientist,Mid,35260,91,Recovery,Medium,81,9,55
2020,India,Netflix,Frontend Developer,Senior,14857,70,Lockdown,High,71,7,37
2020,Germany,Wipro,Frontend Developer,Senior,62608,46,Lockdown,Medium,72,9,54
2021,USA,Netflix,Backend Developer,Senior,95511,84,Recovery,Medium,76,6,53
2020,India,Microsoft,Full Stack Developer,Senior,16594,56,Lockdown,High,72,5,55
2020,Canada,Google,Frontend Developer,Senior,57100,68,Lockdown,Medium,95,6,46
2020,Canada,Amazon,Data Scientist,Mid,60786,35,Lockdown,Medium,89,5,54
2021,Australia,Google,Data Scientist,Junior,96820,75,Recovery,Low,72,8,41
2020,USA,Accenture,Mobile Developer,Junior,78913,69,Lockdown,High,84,7,46
2019,India,Wipro,Backend Developer,Mid,28764,83,Pre-Covid,Low,26,10,39
2019,USA,Wipro,Data Scientist,Junior,98001,85,Pre-Covid,Low,21,8,35
2019,Australia,Netflix,Frontend Developer,Mid,106656,73,Pre-Covid,Low,10,8,54
2019,Australia,Accenture,Data Scientist,Mid,94883,93,Pre-Covid,Low,13,8,53
2020,Australia,TCS,Full Stack Developer,Mid,81254,62,Lockdown,High,94,5,42
2019,UK,IBM,Frontend Developer,Junior,88431,79,Pre-Covid,Low,14,8,38
2019,India,TCS,Data Scientist,Junior,27853,65,Pre-Covid,Low,27,8,42
2020,UK,Microsoft,Frontend Developer,Mid,70769,56,Lockdown,Medium,79,10,38
2020,Germany,Netflix,Data Scientist,Senior,64412,50,Lockdown,Medium,80,10,55
2021,USA,Infosys,Backend Developer,Mid,118343,82,Recovery,Low,63,9,35
2019,UK,Microsoft,Data Scientist,Mid,86501,88,Pre-Covid,Low,17,7,42
2020,UK,Amazon,Mobile Developer,Mid,50404,69,Lockdown,High,70,9,55
2020,Germany,IBM,Frontend Developer,Mid,58793,38,Lockdown,Medium,88,6,55
2021,USA,Infosys,Data Scientist,Junior,107793,96,Recovery,Low,77,10,38
2019,India,Meta,Full Stack Developer,Mid,14677,81,Pre-Covid,Low,19,5,43
2019,Canada,Netflix,Mobile Developer,Mid,67132,74,Pre-Covid,Low,34,5,49
2021,Germany,Google,Frontend Developer,Senior,97988,83,Recovery,Medium,84,9,39
2020,Germany,Meta,Mobile Developer,Junior,80191,50,Lockdown,Medium,94,5,35
2020,UK,Infosys,Data Scientist,Senior,71292,59,Lockdown,Medium,84,7,44
2019,India,TCS,Backend Developer,Mid,11189,88,Pre-Covid,Low,23,5,36
2021,Canada,Netflix,Frontend Developer,Junior,106864,100,Recovery,Medium,64,7,51
2019,Canada,Meta,Frontend Developer,Mid,71683,78,Pre-Covid,Low,30,6,45
2020,UK,TCS,Backend Developer,Mid,56533,46,Lockdown,Medium,74,10,52
2021,USA,Infosys,Mobile Developer,Senior,157949,81,Recovery,Low,69,8,40
2019,Germany,Accenture,Full Stack Developer,Junior,88472,68,Pre-Covid,Low,11,10,40
2020,USA,Meta,Frontend Developer,Junior,74903,60,Lockdown,Medium,75,7,45
2019,Germany,Accenture,Full Stack Developer,Mid,65322,93,Pre-Covid,Low,35,10,46
2021,Canada,Google,Mobile Developer,Senior,96545,100,Recovery,Medium,86,8,35
2020,India,Amazon,Mobile Developer,Senior,10533,41,Lockdown,Medium,82,8,37
2021,UK,Google,Mobile Developer,Senior,105959,92,Recovery,Medium,86,6,41
2020,Canada,Netflix,Full Stack Developer,Senior,55211,49,Lockdown,High,87,8,52
2020,Germany,Meta,Data Scientist,Senior,86920,55,Lockdown,High,91,10,46
2019,Australia,Netflix,Frontend Developer,Mid,96882,87,Pre-Covid,Low,17,10,46
2020,UK,Amazon,Backend Developer,Senior,55343,38,Lockdown,High,83,8,40
2021,Germany,Infosys,Full Stack Developer,Mid,109450,83,Recovery,Low,75,9,51
2019,India,Amazon,Full Stack Developer,Junior,23447,80,Pre-Covid,Low,32,5,39
2021,USA,Netflix,Mobile Developer,Senior,119017,78,Recovery,Medium,79,8,52
2020,USA,Amazon,Data Scientist,Senior,101517,38,Lockdown,Medium,72,7,43
2019,Australia,Infosys,Data Scientist,Junior,107207,65,Pre-Covid,Low,34,5,52
2019,USA,Meta,Backend Developer,Senior,111632,82,Pre-Covid,Low,21,7,53
2021,Germany,Accenture,Mobile Developer,Junior,115678,100,Recovery,Medium,61,5,36
2020,Canada,Amazon,Frontend Developer,Junior,61273,67,Lockdown,High,92,7,45
2020,India,TCS,Mobile Developer,Junior,14546,33,Lockdown,Medium,71,5,38
2019,India,Infosys,Backend Developer,Mid,26263,87,Pre-Covid,Low,26,10,37
2019,USA,IBM,Full Stack Developer,Mid,85385,69,Pre-Covid,Low,17,9,35
2019,USA,Amazon,Data Scientist,Mid,81274,68,Pre-Covid,Low,10,10,54
2021,USA,Microsoft,Full Stack Developer,Mid,138204,83,Recovery,Low,90,9,55
2019,Australia,Netflix,Frontend Developer,Junior,79700,81,Pre-Covid,Low,10,8,51
2021,Australia,Meta,Frontend Developer,Senior,111532,100,Recovery,Medium,60,9,53
2019,India,Meta,Frontend Developer,Junior,15190,67,Pre-Covid,Low,16,5,35
2021,Australia,IBM,Data Scientist,Junior,105247,100,Recovery,Low,88,5,40
2020,Germany,Meta,Full Stack Developer,Junior,57715,55,Lockdown,Medium,83,5,47
2021,Germany,Microsoft,Backend Developer,Senior,123441,94,Recovery,Low,89,8,54
2021,Canada,IBM,Data Scientist,Senior,94493,100,Recovery,Medium,84,10,49
2020,Germany,Google,Frontend Developer,Senior,56249,65,Lockdown,High,87,10,49
2019,UK,Netflix,Backend Developer,Senior,89158,64,Pre-Covid,Low,25,6,54
2019,Canada,Google,Data Scientist,Senior,94167,63,Pre-Covid,Low,17,9,36
2021,Canada,Accenture,Data Scientist,Mid,100078,92,Recovery,Medium,81,8,52
2021,Australia,Meta,Backend Developer,Junior,95635,81,Recovery,Medium,66,6,42
2019,USA,Microsoft,Frontend Developer,Mid,106849,60,Pre-Covid,Low,17,10,41
2021,Australia,Netflix,Data Scientist,Mid,97290,84,Recovery,Medium,63,8,39
2020,India,Accenture,Backend Developer,Mid,12259,58,Lockdown,Medium,86,5,51
2020,USA,Netflix,Full Stack Developer,Junior,77595,47,Lockdown,Medium,90,10,44
2020,Germany,Wipro,Backend Developer,Junior,63475,47,Lockdown,Medium,92,5,41
2021,India,Google,Frontend Developer,Mid,36458,83,Recovery,Low,76,5,44
2021,Australia,Amazon,Backend Developer,Mid,83762,81,Recovery,Low,76,5,49
2020,India,Meta,Mobile Developer,Junior,21800,37,Lockdown,Medium,82,10,49
2020,Australia,Amazon,Full Stack Developer,Senior,74761,52,Lockdown,High,91,8,48
2020,USA,Amazon,Full Stack Developer,Mid,92630,51,Lockdown,High,79,5,50
2020,Canada,IBM,Full Stack Developer,Junior,67289,72,Lockdown,Medium,89,10,39
2021,USA,Microsoft,Frontend Developer,Senior,138636,95,Recovery,Low,88,6,44
2021,UK,Infosys,Backend Developer,Senior,77795,93,Recovery,Medium,74,9,47
2021,Germany,Microsoft,Data Scientist,Junior,90465,88,Recovery,Medium,79,9,42
2019,USA,Accenture,Mobile Developer,Mid,138145,88,Pre-Covid,Low,17,5,54
2020,Germany,Meta,Frontend Developer,Junior,69455,57,Lockdown,Medium,94,6,53
2019,USA,Infosys,Data Scientist,Mid,108708,86,Pre-Covid,Low,21,10,52
2021,India,Accenture,Full Stack Developer,Junior,15775,97,Recovery,Low,67,7,35
2020,Canada,Google,Frontend Developer,Mid,55165,48,Lockdown,Medium,89,6,52
2020,India,TCS,Mobile Developer,Senior,10979,46,Lockdown,High,89,8,51
2020,Australia,Microsoft,Full Stack Developer,Junior,72208,73,Lockdown,High,81,6,40
2021,India,Accenture,Frontend Developer,Senior,28726,93,Recovery,Low,81,8,38
2020,India,Microsoft,Mobile Developer,Mid,15030,31,Lockdown,High,88,6,40
2019,India,Accenture,Data Scientist,Senior,23873,80,Pre-Covid,Low,33,5,42
2020,USA,Google,Frontend Developer,Mid,81044,76,Lockdown,Medium,70,10,44
2021,USA,Meta,Data Scientist,Mid,103147,100,Recovery,Medium,90,8,37
2020,USA,Microsoft,Backend Developer,Senior,88612,33,Lockdown,High,86,6,50
2019,Canada,Google,Frontend Developer,Junior,72321,64,Pre-Covid,Low,29,9,51
2020,UK,Wipro,Full Stack Developer,Senior,61341,70,Lockdown,High,91,9,51
2021,Canada,Wipro,Frontend Developer,Mid,74979,83,Recovery,Low,67,8,35
2021,Canada,Meta,Backend Developer,Senior,101588,91,Recovery,Low,69,8,39
2020,USA,IBM,Full Stack Developer,Senior,90150,42,Lockdown,High,76,6,38
2020,India,Amazon,Frontend Developer,Senior,20754,62,Lockdown,High,90,9,43
2019,Germany,Infosys,Frontend Developer,Mid,100800,90,Pre-Covid,Low,21,5,55
2019,India,IBM,Backend Developer,Senior,27062,70,Pre-Covid,Low,13,10,47
2019,Germany,Meta,Backend Developer,Mid,79909,83,Pre-Covid,Low,17,5,49
2021,Australia,Wipro,Mobile Developer,Mid,109556,88,Recovery,Low,66,5,52
2021,India,Google,Mobile Developer,Junior,25229,100,Recovery,Medium,62,10,51
2019,Canada,Microsoft,Full Stack Developer,Junior,83006,62,Pre-Covid,Low,18,8,51
2020,USA,Amazon,Full Stack Developer,Junior,72321,46,Lockdown,Medium,89,10,44
2021,Canada,IBM,Data Scientist,Junior,116017,82,Recovery,Medium,86,6,38
2020,Canada,Netflix,Full Stack Developer,Junior,68733,66,Lockdown,Medium,95,6,43
2020,Canada,Infosys,Frontend Developer,Senior,61969,58,Lockdown,High,83,6,43
2020,UK,Wipro,Backend Developer,Mid,59078,48,Lockdown,High,89,10,47
2019,USA,Microsoft,Full Stack Developer,Junior,115923,87,Pre-Covid,Low,32,6,45
2020,Germany,Amazon,Data Scientist,Junior,82410,56,Lockdown,High,92,9,36
2019,USA,Accenture,Mobile Developer,Junior,108312,86,Pre-Covid,Low,21,9,51
2019,Germany,Accenture,Full Stack Developer,Mid,89950,88,Pre-Covid,Low,19,7,52
2021,UK,Google,Full Stack Developer,Mid,69262,86,Recovery,Low,64,9,49
2021,USA,Meta,Full Stack Developer,Senior,153768,100,Recovery,Medium,88,9,50
2021,India,Meta,Backend Developer,Junior,16594,93,Recovery,Low,73,9,44
2019,Australia,TCS,Full Stack Developer,Junior,107045,72,Pre-Covid,Low,15,6,36
2019,India,Netflix,Mobile Developer,Junior,24463,71,Pre-Covid,Low,13,8,47
2019,Australia,Meta,Data Scientist,Junior,91794,67,Pre-Covid,Low,21,10,45
2019,Canada,TCS,Backend Developer,Junior,97326,72,Pre-Covid,Low,35,5,51
2019,Germany,Meta,Full Stack Developer,Mid,80980,62,Pre-Covid,Low,13,7,51
2019,Canada,Amazon,Frontend Developer,Senior,80754,87,Pre-Covid,Low,14,7,39
2020,USA,Google,Mobile Developer,Mid,82523,75,Lockdown,Medium,89,7,54
2021,Australia,Amazon,Data Scientist,Senior,109118,100,Recovery,Low,78,10,38
2020,Germany,Amazon,Frontend Developer,Junior,77548,60,Lockdown,High,81,5,48
2020,USA,Meta,Full Stack Developer,Senior,101787,54,Lockdown,Medium,94,6,54
2021,UK,TCS,Data Scientist,Junior,102674,88,Recovery,Medium,66,10,45
2020,Canada,TCS,Data Scientist,Junior,70865,69,Lockdown,High,83,5,46
2019,India,Microsoft,Data Scientist,Junior,23632,65,Pre-Covid,Low,11,5,35
2020,Australia,TCS,Backend Developer,Senior,77472,58,Lockdown,Medium,93,7,48
2019,Canada,Amazon,Backend Developer,Junior,91972,81,Pre-Covid,Low,28,5,51
2019,UK,Wipro,Frontend Developer,Mid,59788,95,Pre-Covid,Low,25,6,50
2020,Germany,Infosys,Data Scientist,Senior,52645,52,Lockdown,Medium,75,5,53
2020,Canada,Meta,Frontend Developer,Junior,58524,45,Lockdown,Medium,71,9,43
2021,India,Google,Backend Developer,Senior,27989,100,Recovery,Medium,82,9,43
2019,Australia,Google,Full Stack Developer,Mid,90153,70,Pre-Covid,Low,22,9,45
2019,Canada,Infosys,Backend Developer,Junior,84436,69,Pre-Covid,Low,31,9,39
2020,Australia,Netflix,Full Stack Developer,Senior,82790,40,Lockdown,High,94,9,41
2020,UK,Infosys,Full Stack Developer,Senior,53478,60,Lockdown,High,73,7,35
2021,Canada,Netflix,Data Scientist,Junior,83788,72,Recovery,Medium,70,6,43
2021,Australia,TCS,Mobile Developer,Senior,121485,90,Recovery,Low,76,6,40
2019,UK,Meta,Mobile Developer,Senior,79646,87,Pre-Covid,Low,29,9,38
2021,Australia,Amazon,Frontend Developer,Mid,103153,100,Recovery,Medium,88,6,43
2021,Australia,Infosys,Backend Developer,Mid,126879,76,Recovery,Low,61,6,38
2020,Canada,Accenture,Full Stack Developer,Mid,57465,45,Lockdown,High,73,9,51
2019,Australia,Infosys,Frontend Developer,Mid,95741,87,Pre-Covid,Low,15,5,49
2019,UK,Google,Data Scientist,Mid,63019,84,Pre-Covid,Low,34,10,51
2020,UK,Microsoft,Full Stack Developer,Mid,71670,49,Lockdown,Medium,73,10,52
2021,UK,Accenture,Backend Developer,Mid,102683,98,Recovery,Low,84,5,55
2019,Australia,Meta,Backend Developer,Mid,107012,70,Pre-Covid,Low,24,7,52
2019,India,Netflix,Data Scientist,Mid,12105,67,Pre-Covid,Low,13,7,44
2019,Germany,Microsoft,Full Stack Developer,Mid,72304,84,Pre-Covid,Low,35,10,52
2021,Canada,Infosys,Mobile Developer,Mid,98968,100,Recovery,Medium,72,10,43
2021,Australia,Infosys,Mobile Developer,Mid,108349,88,Recovery,Medium,68,10,49
2020,India,Microsoft,Data Scientist,Senior,11833,41,Lockdown,High,93,8,52
2019,UK,Infosys,Mobile Developer,Junior,72825,79,Pre-Covid,Low,15,9,37
2019,UK,Netflix,Data Scientist,Junior,68313,80,Pre-Covid,Low,29,6,52
2019,Canada,Meta,Data Scientist,Senior,73555,87,Pre-Covid,Low,23,6,54
2021,UK,Wipro,Mobile Developer,Junior,72311,74,Recovery,Low,66,8,49
2021,India,TCS,Full Stack Developer,Senior,13342,97,Recovery,Medium,82,5,55
2020,Australia,Meta,Full Stack Developer,Mid,76074,48,Lockdown,Medium,91,6,54
2021,Canada,IBM,Mobile Developer,Junior,110907,84,Recovery,Low,66,6,52
2021,Canada,Infosys,Frontend Developer,Junior,82746,80,Recovery,Low,90,10,51
2020,Canada,Microsoft,Frontend Developer,Junior,59722,64,Lockdown,Medium,84,9,48
2020,USA,Infosys,Backend Developer,Mid,107878,66,Lockdown,Medium,77,6,55
2019,USA,Microsoft,Frontend Developer,Junior,129599,77,Pre-Covid,Low,26,7,43
2021,Canada,Netflix,Full Stack Developer,Senior,115073,98,Recovery,Medium,65,5,36
2020,Australia,Netflix,Frontend Developer,Junior,92440,47,Lockdown,Medium,72,9,53
2021,Germany,Microsoft,Full Stack Developer,Mid,112968,100,Recovery,Medium,64,8,48
2020,Australia,TCS,Frontend Developer,Mid,79538,75,Lockdown,Medium,73,8,40
2021,Germany,Amazon,Data Scientist,Junior,94933,100,Recovery,Medium,65,8,45
2020,Australia,IBM,Frontend Developer,Mid,71596,42,Lockdown,High,93,9,52
2019,India,Amazon,Full Stack Developer,Senior,18493,90,Pre-Covid,Low,28,5,43
2019,USA,Wipro,Frontend Developer,Junior,81465,95,Pre-Covid,Low,28,5,49
2021,USA,Wipro,Backend Developer,Junior,151691,89,Recovery,Low,82,7,51
2020,Canada,Amazon,Mobile Developer,Mid,75814,39,Lockdown,Medium,95,9,55
2021,Canada,Meta,Data Scientist,Junior,95084,88,Recovery,Low,71,9,47
2019,Canada,IBM,Full Stack Developer,Mid,83949,77,Pre-Covid,Low,14,8,46
2021,Germany,Amazon,Frontend Developer,Junior,84534,96,Recovery,Medium,70,7,43
2021,India,Amazon,Backend Developer,Mid,24553,100,Recovery,Medium,66,9,43
2019,India,IBM,Data Scientist,Junior,15967,85,Pre-Covid,Low,16,9,45
2019,Germany,Accenture,Frontend Developer,Junior,78745,87,Pre-Covid,Low,10,10,54
2020,UK,TCS,Full Stack Developer,Mid,48692,61,Lockdown,High,77,7,55
2020,UK,Infosys,Frontend Developer,Mid,49536,54,Lockdown,Medium,72,9,39
2020,UK,Infosys,Data Scientist,Mid,63336,50,Lockdown,Medium,74,8,46
2021,Canada,Microsoft,Frontend Developer,Mid,95158,97,Recovery,Low,72,6,44
2020,Germany,Google,Frontend Developer,Mid,69544,44,Lockdown,High,89,6,48
2019,UK,IBM,Mobile Developer,Senior,82755,61,Pre-Covid,Low,21,5,51
2021,Canada,Infosys,Data Scientist,Senior,97872,100,Recovery,Low,82,7,45
2021,UK,Accenture,Backend Developer,Junior,79449,71,Recovery,Medium,63,6,55
2021,India,IBM,Backend Developer,Senior,33120,87,Recovery,Low,73,9,41
2020,Germany,Accenture,Backend Developer,Senior,54095,55,Lockdown,Medium,79,7,35
2019,USA,IBM,Data Scientist,Junior,90125,76,Pre-Covid,Low,12,8,52
2019,UK,TCS,Frontend Developer,Mid,67220,60,Pre-Covid,Low,33,8,51
2021,India,Meta,Backend Developer,Mid,18178,88,Recovery,Low,75,9,43
2020,India,Microsoft,Frontend Developer,Senior,11916,51,Lockdown,Medium,94,6,48
2019,Canada,Microsoft,Full Stack Developer,Mid,96865,89,Pre-Covid,Low,25,10,55
2021,Canada,Accenture,Mobile Developer,Junior,106912,100,Recovery,Low,84,5,38
2019,Canada,Wipro,Data Scientist,Senior,82943,68,Pre-Covid,Low,22,8,45
2021,USA,Infosys,Data Scientist,Mid,116128,100,Recovery,Low,70,5,36
2021,UK,Wipro,Backend Developer,Junior,91503,100,Recovery,Low,64,5,38
2020,USA,Infosys,Frontend Developer,Senior,104981,57,Lockdown,High,80,6,48
2020,UK,Wipro,Mobile Developer,Mid,58287,69,Lockdown,High,92,10,37
2020,Germany,Microsoft,Data Scientist,Mid,55094,54,Lockdown,High,87,9,51
2019,Germany,Infosys,Data Scientist,Senior,66592,68,Pre-Covid,Low,22,5,37
2020,India,Infosys,Frontend Developer,Senior,12545,60,Lockdown,High,81,7,35
2021,Australia,Meta,Frontend Developer,Senior,113922,79,Recovery,Medium,83,7,53
2019,UK,Wipro,Data Scientist,Senior,67113,95,Pre-Covid,Low,32,8,38
2021,Australia,Amazon,Frontend Developer,Junior,122916,88,Recovery,Medium,67,9,45
2020,Australia,Wipro,Frontend Developer,Junior,91462,65,Lockdown,High,75,8,35
2019,Canada,TCS,Mobile Developer,Junior,75350,86,Pre-Covid,Low,22,5,53
2019,USA,Wipro,Frontend Developer,Junior,89014,85,Pre-Covid,Low,14,8,45
2021,UK,IBM,Frontend Developer,Senior,110344,100,Recovery,Medium,80,10,48
2019,Canada,Meta,Frontend Developer,Junior,66156,93,Pre-Covid,Low,33,9,38
2021,Germany,Infosys,Frontend Developer,Senior,125970,85,Recovery,Low,84,10,47
2019,Canada,TCS,Mobile Developer,Junior,80360,64,Pre-Covid,Low,21,9,38
2021,Germany,Wipro,Backend Developer,Junior,128998,100,Recovery,Medium,84,8,35
2021,UK,Infosys,Mobile Developer,Junior,68963,78,Recovery,Medium,87,7,35
2020,Australia,IBM,Full Stack Developer,Senior,60838,53,Lockdown,Medium,78,9,45
2020,India,Wipro,Data Scientist,Junior,11489,32,Lockdown,High,92,7,36
2019,USA,Netflix,Frontend Developer,Senior,127240,82,Pre-Covid,Low,26,10,49
2019,Canada,TCS,Data Scientist,Mid,69103,60,Pre-Covid,Low,12,6,48
2020,UK,Infosys,Full Stack Developer,Junior,55727,50,Lockdown,High,95,7,46
2020,USA,Amazon,Full Stack Developer,Junior,115467,64,Lockdown,High,87,7,41
2019,Australia,Google,Frontend Developer,Mid,84222,86,Pre-Covid,Low,12,5,53
2021,Australia,TCS,Mobile Developer,Mid,104311,90,Recovery,Medium,84,6,54
2019,Germany,IBM,Full Stack Developer,Junior,101739,76,Pre-Covid,Low,22,7,49
2019,Germany,Amazon,Mobile Developer,Mid,104820,70,Pre-Covid,Low,14,5,54
2019,Australia,Amazon,Mobile Developer,Senior,78106,91,Pre-Covid,Low,15,5,41
2019,UK,Netflix,Full Stack Developer,Mid,73738,71,Pre-Covid,Low,24,7,43
2019,USA,TCS,Mobile Developer,Senior,97248,81,Pre-Covid,Low,26,5,52
2020,USA,Wipro,Backend Developer,Senior,101494,68,Lockdown,Medium,93,10,39
2021,UK,Infosys,Full Stack Developer,Senior,112983,79,Recovery,Medium,72,6,48
2020,India,Accenture,Backend Developer,Mid,17214,56,Lockdown,High,92,8,46
2019,Canada,Accenture,Full Stack Developer,Mid,95368,83,Pre-Covid,Low,22,5,37
2020,India,IBM,Backend Developer,Senior,21265,37,Lockdown,High,90,9,35
2020,India,Wipro,Full Stack Developer,Senior,17259,43,Lockdown,Medium,89,8,44
2019,India,Google,Data Scientist,Senior,13053,74,Pre-Covid,Low,17,5,53
2019,Canada,Microsoft,Full Stack Developer,Senior,94491,60,Pre-Covid,Low,29,6,38
2019,Canada,Google,Mobile Developer,Senior,75194,92,Pre-Covid,Low,20,6,42
2019,India,IBM,Frontend Developer,Junior,27201,76,Pre-Covid,Low,34,8,41
2021,UK,Amazon,Backend Developer,Mid,94541,100,Recovery,Medium,87,8,36
2019,India,Amazon,Frontend Developer,Senior,19826,94,Pre-Covid,Low,12,8,49
2020,Australia,Meta,Backend Developer,Mid,79601,36,Lockdown,Medium,77,10,38
2021,Australia,Microsoft,Full Stack Developer,Mid,108194,100,Recovery,Low,81,6,48
2020,Germany,Netflix,Data Scientist,Mid,79997,48,Lockdown,Medium,87,6,46
2020,USA,Amazon,Data Scientist,Mid,108380,58,Lockdown,High,73,5,37
2021,Australia,Google,Backend Developer,Mid,108391,100,Recovery,Medium,75,7,50
2020,USA,Amazon,Data Scientist,Mid,93522,63,Lockdown,High,77,9,35
2019,India,Wipro,Frontend Developer,Junior,27379,86,Pre-Covid,Low,13,5,49
2019,USA,Google,Data Scientist,Senior,88525,74,Pre-Covid,Low,35,5,48
2019,India,Wipro,Backend Developer,Senior,19213,83,Pre-Covid,Low,25,7,45
2020,India,IBM,Backend Developer,Junior,21445,35,Lockdown,Medium,82,8,36
2020,Australia,Google,Data Scientist,Junior,65454,61,Lockdown,High,88,7,51
2021,Germany,Microsoft,Backend Developer,Senior,93329,100,Recovery,Medium,81,8,50
2021,Canada,Google,Data Scientist,Mid,118579,100,Recovery,Low,67,5,45
2021,USA,Netflix,Backend Developer,Junior,126952,90,Recovery,Low,86,9,46
2020,Germany,Wipro,Data Scientist,Mid,62204,65,Lockdown,Medium,85,5,45
2021,USA,Google,Backend Developer,Senior,100008,97,Recovery,Medium,65,5,37
2021,Germany,Netflix,Frontend Developer,Senior,115095,92,Recovery,Low,68,7,51
2020,Germany,Wipro,Backend Developer,Mid,82177,43,Lockdown,High,93,10,47
2020,Germany,TCS,Data Scientist,Senior,92173,59,Lockdown,Medium,92,6,43
2020,Germany,Wipro,Full Stack Developer,Senior,75494,52,Lockdown,Medium,85,8,50
2020,UK,IBM,Frontend Developer,Mid,63944,38,Lockdown,High,87,7,55
2020,USA,Accenture,Frontend Developer,Junior,86429,48,Lockdown,Medium,82,5,55
2020,India,Wipro,Mobile Developer,Mid,22442,36,Lockdown,Medium,74,7,44
2021,USA,Netflix,Backend Developer,Junior,129747,81,Recovery,Low,74,6,48
2019,Australia,Wipro,Mobile Developer,Senior,84300,66,Pre-Covid,Low,32,5,46
2020,Canada,IBM,Full Stack Developer,Mid,49434,78,Lockdown,Medium,85,5,54
2021,Germany,Meta,Full Stack Developer,Junior,115868,80,Recovery,Medium,83,7,42
2021,Germany,Microsoft,Backend Developer,Senior,96920,80,Recovery,Low,67,10,54
2020,UK,TCS,Backend Developer,Mid,44224,36,Lockdown,High,94,5,45
2019,Australia,Meta,Full Stack Developer,Mid,108575,80,Pre-Covid,Low,10,5,51
2021,Canada,IBM,Full Stack Developer,Senior,111901,95,Recovery,Low,74,6,37
2021,UK,Netflix,Data Scientist,Senior,116677,100,Recovery,Medium,90,7,47
2019,Australia,Accenture,Frontend Developer,Mid,96635,78,Pre-Covid,Low,26,10,50
2020,Canada,Amazon,Data Scientist,Senior,65023,42,Lockdown,High,84,7,38
2019,UK,Google,Data Scientist,Junior,89970,85,Pre-Covid,Low,29,8,48
2021,Australia,Wipro,Frontend Developer,Senior,132731,84,Recovery,Medium,77,10,54
2019,Germany,Amazon,Frontend Developer,Mid,102975,75,Pre-Covid,Low,23,6,35
2019,India,Netflix,Backend Developer,Mid,19297,74,Pre-Covid,Low,10,6,43
2021,India,Meta,Backend Developer,Senior,18818,93,Recovery,Low,81,7,38
2021,USA,IBM,Data Scientist,Junior,116548,95,Recovery,Low,75,5,46
2021,UK,Meta,Frontend Developer,Senior,63694,97,Recovery,Medium,76,6,55
2021,Canada,Microsoft,Mobile Developer,Mid,112258,88,Recovery,Low,82,10,52
2019,Germany,Netflix,Data Scientist,Junior,73557,79,Pre-Covid,Low,25,6,48
2019,Australia,Accenture,Data Scientist,Mid,91058,69,Pre-Covid,Low,25,6,37
2020,India,Netflix,Full Stack Developer,Mid,15400,54,Lockdown,High,79,10,44
2020,India,Wipro,Data Scientist,Senior,19907,53,Lockdown,High,83,10,38
2019,India,Microsoft,Full Stack Developer,Mid,25436,78,Pre-Covid,Low,24,9,40
2021,Australia,Accenture,Data Scientist,Junior,112848,100,Recovery,Medium,63,6,40
2021,Germany,Netflix,Backend Developer,Mid,85217,100,Recovery,Medium,60,9,36
2020,Australia,Google,Mobile Developer,Junior,64357,56,Lockdown,High,90,8,39
2020,USA,Netflix,Data Scientist,Senior,72471,62,Lockdown,Medium,88,10,35
2019,USA,Netflix,Backend Developer,Senior,116951,75,Pre-Covid,Low,13,10,52
2021,USA,Accenture,Backend Developer,Junior,100061,88,Recovery,Medium,83,7,38
2021,Canada,Microsoft,Mobile Developer,Senior,82822,94,Recovery,Medium,83,10,39
2020,India,Wipro,Full Stack Developer,Senior,19549,56,Lockdown,Medium,86,5,45
2020,India,Accenture,Backend Developer,Junior,23810,67,Lockdown,High,87,7,49
2021,USA,Amazon,Data Scientist,Senior,108166,100,Recovery,Low,71,9,38
2021,USA,Netflix,Data Scientist,Mid,174244,89,Recovery,Medium,62,7,54
2020,Australia,TCS,Frontend Developer,Junior,72003,73,Lockdown,Medium,77,7,46
2020,UK,Wipro,Full Stack Developer,Senior,62227,67,Lockdown,Medium,93,10,52
2021,UK,Accenture,Frontend Developer,Junior,103337,96,Recovery,Medium,84,5,51
2020,Canada,Wipro,Frontend Developer,Senior,84011,66,Lockdown,Medium,87,10,49
2020,Canada,IBM,Mobile Developer,Junior,68238,58,Lockdown,Medium,90,10,41
2020,Canada,IBM,Data Scientist,Junior,50231,40,Lockdown,High,91,10,43
2019,Germany,Meta,Frontend Developer,Junior,69629,91,Pre-Covid,Low,30,7,44
2021,UK,Microsoft,Data Scientist,Junior,77850,100,Recovery,Medium,77,10,55
2021,USA,Accenture,Data Scientist,Senior,139277,85,Recovery,Low,77,6,45
2021,India,Infosys,Backend Developer,Junior,19231,100,Recovery,Low,72,10,44
